mission,namespace,type,count,init_ptr,hp_values,resource_ids
30,spawn_hw7,247,1,,,
30,spawn_hw7,256,1,,,
30,spawn_hw7,261,1,,,
30,spawn_hw7,266,1,,,
30,spawn_hw7,275,1,,,
30,spawn_hw7,276,1,,,
30,spawn_hw7,287,1,,,
30,spawn_hw7,292,1,,,
30,spawn_hw7,310,1,,,
30,spawn_hw7,317,1,,,
30,spawn_hw7,324,1,,,
30,spawn_logical_hw3,-1,54,(no INIT),2400,1 7 8 10 16 18 23 24 26 29 41 47 49 51 53 56 66 67 80 83 86 90 93 111 113 119 123 129 145 157 166 170 179 198 202 209 239 242 247 256 261 266 275 276 287 292 310 317 324
30,spawn_logical_hw3,0,3,(no INIT),0,17 18 46
30,spawn_logical_hw3,1,2,0x801c64e0,2050,9 41
30,spawn_logical_hw3,2,1,0x801c6a80,4820,53
30,spawn_logical_hw3,3,3,0x801c6b1c,3180,1 21 34
30,objobj_init,1,,0x801c64e0,,
30,objobj_init,2,,0x801c6a80,,
30,objobj_init,3,,0x801c6b1c,,
31,spawn_hw7,1,1,,,
31,spawn_hw7,7,1,,,
31,spawn_hw7,8,1,,,
31,spawn_hw7,9,1,,,
31,spawn_hw7,10,1,,,
31,spawn_hw7,15,1,,,
31,spawn_hw7,16,1,,,
31,spawn_hw7,17,1,,,
31,spawn_hw7,18,2,,,
31,spawn_hw7,23,2,,,
31,spawn_hw7,24,1,,,
31,spawn_hw7,25,1,,,
31,spawn_hw7,26,1,,,
31,spawn_hw7,29,2,,,
31,spawn_hw7,30,1,,,
31,spawn_hw7,33,1,,,
31,spawn_hw7,34,1,,,
31,spawn_hw7,41,2,,,
31,spawn_hw7,46,1,,,
31,spawn_hw7,47,1,,,
31,spawn_hw7,49,1,,,
31,spawn_hw7,51,1,,,
31,spawn_hw7,53,1,,,
31,spawn_hw7,56,1,,,
31,spawn_hw7,66,1,,,
31,spawn_hw7,67,2,,,
31,spawn_hw7,80,1,,,
31,spawn_hw7,83,1,,,
31,spawn_hw7,86,1,,,
31,spawn_hw7,90,2,,,
31,spawn_hw7,93,1,,,
31,spawn_hw7,111,1,,,
31,spawn_hw7,113,1,,,
31,spawn_hw7,119,1,,,
31,spawn_hw7,123,1,,,
31,spawn_hw7,129,1,,,
31,spawn_hw7,145,2,,,
31,spawn_hw7,157,1,,,
31,spawn_hw7,166,1,,,
31,spawn_hw7,170,1,,,
31,spawn_hw7,179,1,,,
31,spawn_hw7,198,1,,,
31,spawn_hw7,202,1,,,
31,spawn_hw7,209,1,,,
31,spawn_hw7,239,1,,,
31,spawn_hw7,242,1,,,
31,spawn_hw7,256,1,,,
31,spawn_hw7,261,1,,,
31,spawn_hw7,266,1,,,
31,spawn_hw7,275,1,,,
31,spawn_hw7,276,1,,,
31,spawn_hw7,287,1,,,
31,spawn_hw7,292,1,,,
31,spawn_hw7,310,1,,,
31,spawn_hw7,317,1,,,
31,spawn_hw7,324,1,,,
31,spawn_logical_hw3,-1,48,(no INIT),2400,1 7 8 16 18 23 24 26 29 41 47 51 56 66 67 80 83 86 90 93 111 113 119 123 129 145 157 166 170 179 198 202 209 239 242 256 261 266 275 276 287 292 310 317 324
31,spawn_logical_hw3,0,3,(no INIT),0,17 18 46
31,spawn_logical_hw3,1,10,0x801c64c0,2050,9 10 15 23 25 29 34 41 49 53
31,spawn_logical_hw3,2,2,0x801c6508,3180,30 33
31,objobj_init,1,,0x801c64c0,,
31,objobj_init,2,,0x801c6508,,
32,spawn_hw7,0,4,,,
32,spawn_hw7,5,1,,,
32,spawn_hw7,7,1,,,
32,spawn_hw7,8,1,,,
32,spawn_hw7,12,1,,,
32,spawn_hw7,14,1,,,
32,spawn_hw7,15,1,,,
32,spawn_hw7,17,1,,,
32,spawn_hw7,18,1,,,
32,spawn_logical_hw3,-1,1,(no INIT),0,0
32,spawn_logical_hw3,0,3,(no INIT),0,0 12
32,spawn_logical_hw3,1,8,0x801c5e7c,2050,0 5 7 8 14 15 17 18
32,objobj_init,1,,0x801c5e7c,,
33,spawn_hw7,0,1,,,
33,spawn_hw7,1,2,,,
33,spawn_hw7,3,1,,,
33,spawn_hw7,7,1,,,
33,spawn_hw7,25,1,,,
33,spawn_hw7,27,1,,,
33,spawn_hw7,30,1,,,
33,spawn_hw7,31,1,,,
33,spawn_hw7,45,1,,,
33,spawn_logical_hw3,-1,2,(no INIT),0 2100,1 3
33,spawn_logical_hw3,0,3,(no INIT),0,0 1 7
33,spawn_logical_hw3,1,5,0x801c52c0,5000,25 27 30 31 45
33,objobj_init,1,,0x801c52c0,,
34,spawn_hw7,68,1,,,
34,spawn_hw7,69,1,,,
34,spawn_hw7,70,2,,,
34,spawn_hw7,71,2,,,
34,spawn_hw7,73,1,,,
34,spawn_hw7,77,1,,,
34,spawn_hw7,78,1,,,
34,spawn_logical_hw3,-1,1,(no INIT),0,70
34,spawn_logical_hw3,0,3,(no INIT),0,68 69 70
34,spawn_logical_hw3,1,2,0x801c5838,4820,71 73
34,spawn_logical_hw3,2,3,0x801c58d4,3180,71 77 78
34,objobj_init,1,,0x801c5838,,
34,objobj_init,2,,0x801c58d4,,
35,spawn_hw7,0,1,,,
35,spawn_hw7,3,1,,,
35,spawn_hw7,7,1,,,
35,spawn_hw7,14,4,,,
35,spawn_hw7,16,1,,,
35,spawn_hw7,20,1,,,
35,spawn_hw7,34,1,,,
35,spawn_hw7,37,1,,,
35,spawn_hw7,65,1,,,
35,spawn_hw7,72,1,,,
35,spawn_hw7,77,1,,,
35,spawn_hw7,78,1,,,
35,spawn_hw7,85,1,,,
35,spawn_hw7,87,1,,,
35,spawn_hw7,90,1,,,
35,spawn_hw7,91,1,,,
35,spawn_hw7,92,1,,,
35,spawn_hw7,93,1,,,
35,spawn_hw7,96,1,,,
35,spawn_hw7,97,1,,,
35,spawn_hw7,99,1,,,
35,spawn_hw7,100,3,,,
35,spawn_hw7,114,2,,,
35,spawn_hw7,121,1,,,
35,spawn_hw7,129,3,,,
35,spawn_hw7,138,1,,,
35,spawn_hw7,141,1,,,
35,spawn_hw7,143,1,,,
35,spawn_hw7,144,1,,,
35,spawn_hw7,147,2,,,
35,spawn_hw7,152,1,,,
35,spawn_hw7,153,1,,,
35,spawn_hw7,154,1,,,
35,spawn_hw7,160,1,,,
35,spawn_hw7,164,1,,,
35,spawn_hw7,165,1,,,
35,spawn_hw7,169,1,,,
35,spawn_hw7,188,1,,,
35,spawn_logical_hw3,-1,32,(no INIT),0 2400,14 65 72 77 78 85 87 90 92 93 96 97 99 100 114 121 129 138 141 143 144 147 152 153 154 160
35,spawn_logical_hw3,0,3,(no INIT),0,14
35,spawn_logical_hw3,1,12,0x801c5344,3250,0 3 7 16 20 34 37 91 164 165 169 188
35,objobj_init,1,,0x801c5344,,
36,spawn_hw7,3,5,,,
36,spawn_hw7,4,3,,,
36,spawn_hw7,5,1,,,
36,spawn_hw7,9,1,,,
36,spawn_hw7,11,1,,,
36,spawn_logical_hw3,-1,1,(no INIT),0,5
36,spawn_logical_hw3,0,3,(no INIT),0,3 9
36,spawn_logical_hw3,1,6,0x801c5560,6100,3 4
36,spawn_logical_hw3,2,1,0x801c5c80,20000,11
36,objobj_init,1,,0x801c5560,,
36,objobj_init,2,,0x801c5c80,,
37,spawn_hw7,0,14,,,
37,spawn_hw7,9,1,,,
37,spawn_hw7,29,1,,,
37,spawn_hw7,64,1,,,
37,spawn_hw7,81,1,,,
37,spawn_hw7,91,1,,,
37,spawn_hw7,103,1,,,
37,spawn_hw7,115,1,,,
37,spawn_hw7,120,1,,,
37,spawn_hw7,141,1,,,
37,spawn_hw7,151,1,,,
37,spawn_hw7,170,1,,,
37,spawn_logical_hw3,-1,15,(no INIT),0 1500 2000 6000,0 29 64 81 91 103 115 120 141 151 170
37,spawn_logical_hw3,0,3,(no INIT),0,0 9
37,spawn_logical_hw3,1,2,0x801c5af0,2130,0
37,spawn_logical_hw3,2,5,0x801c65e8,2950,0
37,objobj_init,1,,0x801c5af0,,
37,objobj_init,2,,0x801c65e8,,
38,spawn_hw7,0,1,,,
38,spawn_hw7,1,2,,,
38,spawn_hw7,6,1,,,
38,spawn_hw7,13,1,,,
38,spawn_hw7,23,1,,,
38,spawn_hw7,34,1,,,
38,spawn_hw7,46,1,,,
38,spawn_hw7,52,2,,,
38,spawn_hw7,54,1,,,
38,spawn_hw7,56,1,,,
38,spawn_hw7,57,1,,,
38,spawn_hw7,65,1,,,
38,spawn_hw7,68,1,,,
38,spawn_hw7,69,1,,,
38,spawn_hw7,72,1,,,
38,spawn_hw7,73,1,,,
38,spawn_hw7,74,1,,,
38,spawn_hw7,77,2,,,
38,spawn_hw7,82,1,,,
38,spawn_hw7,87,1,,,
38,spawn_hw7,90,1,,,
38,spawn_hw7,96,1,,,
38,spawn_logical_hw3,-1,1,(no INIT),0,0
38,spawn_logical_hw3,0,3,(no INIT),0,1 96
38,spawn_logical_hw3,1,21,0x801c52c0,4100,6 13 23 34 46 52 54 56 57 65 68 69 72 73 74 77 82 87 90
38,objobj_init,1,,0x801c52c0,,
40,spawn_hw7,1,1,,,
40,spawn_hw7,2,1,,,
40,spawn_hw7,4,1,,,
40,spawn_hw7,11,2,,,
40,spawn_hw7,14,3,,,
40,spawn_hw7,16,1,,,
40,spawn_hw7,19,1,,,
40,spawn_hw7,20,7,,,
40,spawn_hw7,32,1,,,
40,spawn_hw7,34,1,,,
40,spawn_hw7,35,1,,,
40,spawn_hw7,44,7,,,
40,spawn_logical_hw3,-1,14,(no INIT),0 2000 3000,1 11 14 16 19 20 32 35
40,spawn_logical_hw3,0,3,(no INIT),0,11 20 34
40,spawn_logical_hw3,1,7,0x801c5d98,1400,44
40,spawn_logical_hw3,2,2,0x801c5e2c,4200,2 4
40,spawn_logical_hw3,3,1,0x801c5ea0,3000,20
40,objobj_init,1,,0x801c5d98,,
40,objobj_init,2,,0x801c5e2c,,
40,objobj_init,3,,0x801c5ea0,,
41,spawn_hw7,5,1,,,
41,spawn_hw7,6,1,,,
41,spawn_hw7,8,1,,,
41,spawn_hw7,27,1,,,
41,spawn_hw7,28,1,,,
41,spawn_hw7,33,1,,,
41,spawn_hw7,111,1,,,
41,spawn_hw7,117,1,,,
41,spawn_hw7,130,2,,,
41,spawn_hw7,131,2,,,
41,spawn_hw7,136,2,,,
41,spawn_hw7,137,1,,,
41,spawn_hw7,138,1,,,
41,spawn_hw7,144,3,,,
41,spawn_hw7,145,1,,,
41,spawn_hw7,147,1,,,
41,spawn_hw7,174,1,,,
41,spawn_hw7,203,2,,,
41,spawn_hw7,204,1,,,
41,spawn_logical_hw3,-1,1,(no INIT),0,174
41,spawn_logical_hw3,0,3,(no INIT),0,203 204
41,spawn_logical_hw3,1,8,0x801c5438,10000,5 111 117 131 136 137 145
41,spawn_logical_hw3,2,3,0x801c5468,12700,6 28 33
41,spawn_logical_hw3,3,9,0x801c6544,20000,8 27 130 136 138 144 147
41,spawn_logical_hw3,4,1,0x801c6568,9000,144
41,objobj_init,1,,0x801c5438,,
41,objobj_init,2,,0x801c5468,,
41,objobj_init,3,,0x801c6544,,
41,objobj_init,4,,0x801c6568,,
42,spawn_hw7,0,2,,,
42,spawn_hw7,1,1,,,
42,spawn_hw7,6,1,,,
42,spawn_hw7,7,1,,,
42,spawn_hw7,9,1,,,
42,spawn_hw7,13,1,,,
42,spawn_hw7,20,1,,,
42,spawn_hw7,34,3,,,
42,spawn_hw7,37,3,,,
42,spawn_hw7,46,3,,,
42,spawn_hw7,47,3,,,
42,spawn_hw7,84,2,,,
42,spawn_hw7,85,2,,,
42,spawn_hw7,87,1,,,
42,spawn_hw7,88,1,,,
42,spawn_hw7,100,1,,,
42,spawn_hw7,115,2,,,
42,spawn_hw7,116,3,,,
42,spawn_hw7,127,1,,,
42,spawn_hw7,142,1,,,
42,spawn_hw7,151,2,,,
42,spawn_hw7,167,2,,,
42,spawn_hw7,170,1,,,
42,spawn_hw7,199,1,,,
42,spawn_hw7,200,1,,,
42,spawn_hw7,206,2,,,
42,spawn_hw7,209,1,,,
42,spawn_hw7,212,1,,,
42,spawn_hw7,221,1,,,
42,spawn_hw7,224,1,,,
42,spawn_hw7,231,2,,,
42,spawn_hw7,232,2,,,
42,spawn_hw7,294,1,,,
42,spawn_logical_hw3,-1,1,(no INIT),0,167
42,spawn_logical_hw3,0,3,(no INIT),0,0 9
42,spawn_logical_hw3,1,9,0x801c57d4,2500,200 206 209 212 221 224 232
42,spawn_logical_hw3,2,11,0x801c5f30,3250,1 13 34 37 46 47 100 116 127 142 167
42,spawn_logical_hw3,3,27,0x801c62b0,2000,6 7 20 34 37 46 47 84 85 87 88 115 116 151 199 231 294
42,spawn_logical_hw3,4,1,0x801c690c,2600,170
42,objobj_init,1,,0x801c57d4,,
42,objobj_init,2,,0x801c5f30,,
42,objobj_init,3,,0x801c62b0,,
42,objobj_init,4,,0x801c690c,,
43,spawn_hw7,1,1,,,
43,spawn_hw7,2,1,,,
43,spawn_hw7,7,1,,,
43,spawn_hw7,14,1,,,
43,spawn_hw7,15,1,,,
43,spawn_hw7,18,3,,,
43,spawn_hw7,42,1,,,
43,spawn_hw7,50,1,,,
43,spawn_hw7,51,1,,,
43,spawn_hw7,57,1,,,
43,spawn_hw7,75,1,,,
43,spawn_hw7,88,1,,,
43,spawn_hw7,89,1,,,
43,spawn_hw7,94,1,,,
43,spawn_hw7,109,1,,,
43,spawn_hw7,118,1,,,
43,spawn_hw7,122,1,,,
43,spawn_hw7,126,1,,,
43,spawn_hw7,147,1,,,
43,spawn_logical_hw3,0,3,(no INIT),0,18
43,spawn_logical_hw3,1,10,0x801c64c0,2050,7 15 42 50 88 89 94 109 122 147
43,spawn_logical_hw3,2,3,0x801c6508,5800,1 2 126
43,spawn_logical_hw3,3,5,0x801c64c0,2400,14 51 57 75 118
43,objobj_init,1,,0x801c64c0,,
43,objobj_init,2,,0x801c6508,,
43,objobj_init,3,,0x801c64c0,,
44,spawn_hw7,18,1,,,
44,spawn_hw7,20,1,,,
44,spawn_hw7,21,1,,,
44,spawn_hw7,25,1,,,
44,spawn_hw7,44,1,,,
44,spawn_hw7,51,1,,,
44,spawn_hw7,54,1,,,
44,spawn_hw7,60,1,,,
44,spawn_hw7,79,1,,,
44,spawn_hw7,90,1,,,
44,spawn_hw7,141,1,,,
44,spawn_hw7,142,1,,,
44,spawn_hw7,147,1,,,
44,spawn_hw7,153,1,,,
44,spawn_hw7,168,1,,,
44,spawn_logical_hw3,-1,1,(no INIT),0,44
44,spawn_logical_hw3,0,3,(no INIT),0,51 54 60
44,spawn_logical_hw3,1,10,0x801c52dc,10000,18 20 21 25 79 90 141 142 147 153
44,spawn_logical_hw3,2,1,0x801c530c,8000,168
44,objobj_init,1,,0x801c52dc,,
44,objobj_init,2,,0x801c530c,,
45,spawn_hw7,0,1,,,
45,spawn_hw7,1,1,,,
45,spawn_hw7,46,1,,,
45,spawn_hw7,47,1,,,
45,spawn_hw7,74,1,,,
45,spawn_hw7,75,1,,,
45,spawn_hw7,77,1,,,
45,spawn_hw7,79,1,,,
45,spawn_hw7,85,1,,,
45,spawn_hw7,87,1,,,
45,spawn_hw7,88,1,,,
45,spawn_hw7,94,1,,,
45,spawn_hw7,98,1,,,
45,spawn_hw7,100,1,,,
45,spawn_hw7,103,1,,,
45,spawn_hw7,114,1,,,
45,spawn_hw7,121,1,,,
45,spawn_hw7,126,1,,,
45,spawn_hw7,129,2,,,
45,spawn_hw7,132,1,,,
45,spawn_hw7,134,1,,,
45,spawn_hw7,135,1,,,
45,spawn_hw7,136,1,,,
45,spawn_hw7,163,1,,,
45,spawn_hw7,165,1,,,
45,spawn_hw7,166,1,,,
45,spawn_hw7,169,1,,,
45,spawn_hw7,183,2,,,
45,spawn_hw7,185,1,,,
45,spawn_hw7,187,1,,,
45,spawn_hw7,194,1,,,
45,spawn_hw7,199,1,,,
45,spawn_hw7,207,1,,,
45,spawn_logical_hw3,-1,4,(no INIT),0 1680 3300,1 46 85 87
45,spawn_logical_hw3,0,3,(no INIT),0,0 47 77
45,spawn_logical_hw3,1,4,0x801c5384,4100,132 165 166 169
45,spawn_logical_hw3,2,14,0x801c5698,480,75 100 103 114 121 126 129 134 183 194 199 207
45,spawn_logical_hw3,3,10,0x801c60a8,3300,74 79 88 94 98 135 136 163 185 187
45,objobj_init,1,,0x801c5384,,
45,objobj_init,2,,0x801c5698,,
45,objobj_init,3,,0x801c60a8,,
46,spawn_hw7,0,1,,,
46,spawn_hw7,1,1,,,
46,spawn_hw7,2,1,,,
46,spawn_hw7,11,1,,,
46,spawn_hw7,14,1,,,
46,spawn_hw7,20,1,,,
46,spawn_hw7,22,1,,,
46,spawn_hw7,23,1,,,
46,spawn_hw7,28,1,,,
46,spawn_hw7,36,1,,,
46,spawn_hw7,39,1,,,
46,spawn_hw7,40,1,,,
46,spawn_hw7,44,1,,,
46,spawn_hw7,65,1,,,
46,spawn_hw7,81,1,,,
46,spawn_hw7,92,1,,,
46,spawn_hw7,110,1,,,
46,spawn_hw7,113,1,,,
46,spawn_hw7,119,1,,,
46,spawn_hw7,141,1,,,
46,spawn_hw7,144,1,,,
46,spawn_hw7,145,1,,,
46,spawn_hw7,147,1,,,
46,spawn_hw7,158,1,,,
46,spawn_hw7,161,1,,,
46,spawn_logical_hw3,-1,1,(no INIT),0,1
46,spawn_logical_hw3,0,3,(no INIT),0,65 92 147
46,spawn_logical_hw3,1,1,0x801c5308,7900,145
46,spawn_logical_hw3,2,5,0x801c5338,6500,20 141 144 158 161
46,spawn_logical_hw3,3,15,0x801c5994,2600,0 2 11 14 22 23 28 36 39 40 44 81 110 113 119
46,objobj_init,1,,0x801c5308,,
46,objobj_init,2,,0x801c5338,,
46,objobj_init,3,,0x801c5994,,
47,spawn_hw7,31,2,,,
47,spawn_hw7,40,4,,,
47,spawn_hw7,43,3,,,
47,spawn_hw7,84,1,,,
47,spawn_hw7,92,2,,,
47,spawn_hw7,93,1,,,
47,spawn_hw7,110,1,,,
47,spawn_hw7,111,1,,,
47,spawn_hw7,117,1,,,
47,spawn_hw7,140,1,,,
47,spawn_hw7,143,1,,,
47,spawn_hw7,151,1,,,
47,spawn_hw7,152,1,,,
47,spawn_hw7,153,1,,,
47,spawn_hw7,171,1,,,
47,spawn_hw7,178,1,,,
47,spawn_hw7,186,1,,,
47,spawn_hw7,192,1,,,
47,spawn_hw7,194,1,,,
47,spawn_hw7,195,2,,,
47,spawn_hw7,196,1,,,
47,spawn_hw7,205,1,,,
47,spawn_hw7,225,1,,,
47,spawn_hw7,238,1,,,
47,spawn_hw7,277,1,,,
47,spawn_hw7,292,1,,,
47,spawn_hw7,297,1,,,
47,spawn_logical_hw3,-1,22,(no INIT),0 1200 1800 2400 16000,40 43 84 92 93 110 111 117 171 178 186 195 205 225 238 277 292 297
47,spawn_logical_hw3,0,3,(no INIT),0,31 40
47,spawn_logical_hw3,1,6,0x801c52c0,4950,140 143 151 153 194 196
47,spawn_logical_hw3,2,3,0x801c5314,5800,152 192 195
47,spawn_logical_hw3,3,1,0x801c5344,15500,31
47,objobj_init,1,,0x801c52c0,,
47,objobj_init,2,,0x801c5314,,
47,objobj_init,3,,0x801c5344,,
48,spawn_hw7,0,2,,,
48,spawn_hw7,44,1,,,
48,spawn_hw7,54,2,,,
48,spawn_hw7,55,3,,,
48,spawn_hw7,56,2,,,
48,spawn_hw7,73,1,,,
48,spawn_hw7,78,1,,,
48,spawn_hw7,83,1,,,
48,spawn_hw7,84,1,,,
48,spawn_hw7,85,1,,,
48,spawn_hw7,86,1,,,
48,spawn_logical_hw3,-1,4,(no INIT),0 5200 12000,0 55 56 86
48,spawn_logical_hw3,0,3,(no INIT),0,0 44 73
48,spawn_logical_hw3,1,4,0x801c52c0,10000,54 55 84 85
48,spawn_logical_hw3,2,3,0x801c52f0,5200,54 55 56
48,spawn_logical_hw3,3,2,0x801c5344,8000,78 83
48,objobj_init,1,,0x801c52c0,,
48,objobj_init,2,,0x801c52f0,,
48,objobj_init,3,,0x801c5344,,
49,spawn_hw7,38,1,,,
49,spawn_hw7,75,2,,,
49,spawn_hw7,92,1,,,
49,spawn_hw7,98,1,,,
49,spawn_hw7,101,1,,,
49,spawn_hw7,111,1,,,
49,spawn_hw7,113,1,,,
49,spawn_hw7,114,1,,,
49,spawn_hw7,115,1,,,
49,spawn_hw7,116,2,,,
49,spawn_hw7,121,1,,,
49,spawn_hw7,147,2,,,
49,spawn_hw7,164,2,,,
49,spawn_hw7,188,1,,,
49,spawn_hw7,200,2,,,
49,spawn_hw7,205,1,,,
49,spawn_hw7,206,1,,,
49,spawn_hw7,211,1,,,
49,spawn_hw7,213,1,,,
49,spawn_hw7,227,1,,,
49,spawn_hw7,302,1,,,
49,spawn_hw7,307,1,,,
49,spawn_logical_hw3,-1,1,(no INIT),0,75
49,spawn_logical_hw3,0,3,(no INIT),0,38 75 92
49,spawn_logical_hw3,1,5,0x801c52c0,4950 5200,98 101 111 115 227
49,spawn_logical_hw3,2,8,0x801c55f8,500,113 114 116 147 164 200 205 213
49,spawn_logical_hw3,3,2,0x801c5678,14400,302 307
49,spawn_logical_hw3,4,8,0x801c598c,500,116 121 147 164 188 200 206 211
49,objobj_init,1,,0x801c52c0,,
49,objobj_init,2,,0x801c55f8,,
49,objobj_init,3,,0x801c5678,,
49,objobj_init,4,,0x801c598c,,
60,spawn_hw7,7,1,,,
60,spawn_hw7,8,2,,,
60,spawn_hw7,34,2,,,
60,spawn_logical_hw3,-1,1,(no INIT),0,7
60,spawn_logical_hw3,0,3,(no INIT),0,8 34
60,spawn_logical_hw3,1,1,0x801c52c0,9200,34
60,objobj_init,1,,0x801c52c0,,
70,spawn_hw7,7,2,,,
70,spawn_hw7,8,2,,,
70,spawn_hw7,17,1,,,
70,spawn_hw7,30,1,,,
70,spawn_logical_hw3,-1,1,(no INIT),0,7
70,spawn_logical_hw3,0,3,(no INIT),0,7 8
70,spawn_logical_hw3,1,2,0x801c52c0,5200,17 30
70,objobj_init,1,,0x801c52c0,,
80,spawn_hw7,0,4,,,
80,spawn_logical_hw3,-1,1,(no INIT),0,0
80,spawn_logical_hw3,0,3,(no INIT),0,0
81,spawn_hw7,0,2,,,
81,spawn_hw7,21,1,,,
81,spawn_hw7,23,1,,,
81,spawn_logical_hw3,-1,1,(no INIT),0,0
81,spawn_logical_hw3,0,3,(no INIT),0,0 21 23
82,spawn_hw7,1,2,,,
82,spawn_hw7,3,1,,,
82,spawn_hw7,8,1,,,
82,spawn_logical_hw3,-1,1,(no INIT),0,1
82,spawn_logical_hw3,0,3,(no INIT),0,1 3 8
83,spawn_hw7,376,2,,,
83,spawn_hw7,377,1,,,
83,spawn_hw7,380,1,,,
83,spawn_logical_hw3,-1,1,(no INIT),0,376
83,spawn_logical_hw3,0,3,(no INIT),0,376 377 380
84,spawn_hw7,0,2,,,
84,spawn_hw7,277,1,,,
84,spawn_hw7,287,1,,,
84,spawn_logical_hw3,-1,1,(no INIT),0,0
84,spawn_logical_hw3,0,3,(no INIT),0,0 277 287
90,spawn_hw7,4,1,,,
90,spawn_hw7,5,1,,,
90,spawn_hw7,6,1,,,
90,spawn_hw7,8,1,,,
90,spawn_hw7,13,1,,,
90,spawn_hw7,20,1,,,
90,spawn_hw7,22,1,,,
90,spawn_hw7,29,1,,,
90,spawn_hw7,30,1,,,
90,spawn_hw7,33,5,,,
90,spawn_hw7,37,1,,,
90,spawn_hw7,39,1,,,
90,spawn_hw7,47,1,,,
90,spawn_hw7,62,1,,,
90,spawn_hw7,190,1,,,
90,spawn_hw7,196,1,,,
90,spawn_logical_hw3,-1,17,(no INIT),0 1000 1500 2000 3000 4000 6000,4 5 6 13 20 22 29 30 33 37 39 47 196
90,spawn_logical_hw3,0,3,(no INIT),0,8 62 190
91,spawn_hw7,40,3,,,
91,spawn_hw7,43,1,,,
91,spawn_hw7,84,1,,,
91,spawn_hw7,92,2,,,
91,spawn_hw7,93,1,,,
91,spawn_hw7,110,1,,,
91,spawn_hw7,111,1,,,
91,spawn_hw7,117,1,,,
91,spawn_hw7,169,1,,,
91,spawn_hw7,171,1,,,
91,spawn_hw7,174,1,,,
91,spawn_hw7,176,1,,,
91,spawn_hw7,189,1,,,
91,spawn_hw7,205,1,,,
91,spawn_hw7,254,1,,,
91,spawn_hw7,256,1,,,
91,spawn_hw7,259,1,,,
91,spawn_hw7,260,1,,,
91,spawn_hw7,267,1,,,
91,spawn_hw7,271,1,,,
91,spawn_hw7,277,1,,,
91,spawn_hw7,287,1,,,
91,spawn_hw7,288,1,,,
91,spawn_hw7,290,1,,,
91,spawn_hw7,340,1,,,
91,spawn_hw7,342,1,,,
91,spawn_hw7,345,1,,,
91,spawn_hw7,350,1,,,
91,spawn_hw7,353,1,,,
91,spawn_hw7,380,1,,,
91,spawn_hw7,384,1,,,
91,spawn_hw7,388,1,,,
91,spawn_logical_hw3,-1,32,(no INIT),0 1200 2400,40 84 92 93 110 111 117 169 171 174 176 189 205 254 256 259 260 267 271 277 287 288 290 340 342 345 350 353 380 384 388
91,spawn_logical_hw3,0,3,(no INIT),0,40 43
92,spawn_hw7,3,1,,,
92,spawn_hw7,7,3,,,
92,spawn_logical_hw3,-1,1,(no INIT),0,7
92,spawn_logical_hw3,0,3,(no INIT),0,3 7
93,spawn_hw7,0,1,,,
93,spawn_hw7,1,1,,,
93,spawn_hw7,2,2,,,
93,spawn_hw7,4,1,,,
93,spawn_hw7,5,1,,,
93,spawn_hw7,11,2,,,
93,spawn_hw7,14,4,,,
93,spawn_hw7,16,1,,,
93,spawn_hw7,19,1,,,
93,spawn_hw7,20,3,,,
93,spawn_hw7,22,1,,,
93,spawn_hw7,23,1,,,
93,spawn_hw7,32,1,,,
93,spawn_hw7,34,1,,,
93,spawn_hw7,35,1,,,
93,spawn_hw7,38,2,,,
93,spawn_hw7,41,1,,,
93,spawn_hw7,44,2,,,
93,spawn_logical_hw3,-1,24,(no INIT),0 2000 5000 6000 20000,0 1 2 4 5 11 14 16 19 20 23 32 34 35 38 44
93,spawn_logical_hw3,0,3,(no INIT),0,2 22 41
94,spawn_hw7,12,2,,,
94,spawn_hw7,16,1,,,
94,spawn_logical_hw3,0,3,(no INIT),0,12 16
